Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Ground_truth,Name,Predicted
100,0,100,0,FALSE,1,8d042a417c37d48336b24ca108669734e259c3298072ee95032ca4ff94928b85,1
100,0,100,0,FALSE,1,8d2e797d19c2988c3a18a7d4fd765c03cf1634df5738be1260586195bf232046,1
100,0,100,0,FALSE,1,8d3e20eec3066ae31bfec63dfc5def83ec3fb788456c18fd6f7cbec9d7689cd3,1
4,2,0,2,FALSE,1,8d8491cb71fb375f6509a6521c09f685368530ba2eed68abc8cab2f45828a65e,0
100,0,100,0,FALSE,1,8df9747354421c6cabbfabe94bef66f7ce1c5d8b002b4eb749c8534bc544b22d,1
23,5,2,16,FALSE,1,8e104cc58e62de0eab837ac09b01d30e85f79045cc1803fa2ef4eafbdbd41e8d,0
100,0,100,0,FALSE,1,8e5c8ac9bacfbf9516847f8f6421f408c323065ff4c61d9c0afc22beb7b9833e,1
100,0,100,0,FALSE,1,8e7eac5013699d34af9b001e61be38b410d98ef661ad11af37b356606eb63799,1
100,0,100,0,FALSE,1,8e9353fc3c070861eb933c7c33f2d08d7c015496e81b90d48d9ea6d6700ed1ed,1
100,0,100,0,FALSE,1,8e9dd45d81352c2fe6f6b6ab124ae81d2b6485dba434bd59cfe8ce44f7628b24,1
35,2,1,32,FALSE,1,8eff332ab33fde8c4e9145d620f7d9beabbd7075e46e45bc87167a2c66e604c7,1
100,0,100,0,FALSE,1,8f03c75dbf16f2b3c9ec82f979072ac746499c950c86e56d655ccc1a943282f3,1
37,3,2,32,FALSE,1,8fe31269d1acd87ef39cde0b6f82a8a5088bb526eb3e43e1adfde86392901490,0
100,0,100,0,FALSE,1,9a38991461288014473dd1d6de00238a69d14ff36bc5a555ac4d88479da1e0af,1
100,0,100,0,FALSE,1,9ba9a1a91f95af2c080fd2620128c13397218b88f16999d05b208f0b28b0a2a2,1
100,0,100,0,FALSE,1,9be9fc05b07871d06030a535b277e451345c1398e537fdad2a0c9cf6487795f2,1
35,2,1,32,FALSE,1,9c4078d401f7ebc70caa2050740e2562e1c7a2c98d3ff17e9fe590685ac647a6,1
35,2,1,32,FALSE,1,9c915242926dc9670f91177af0cd7ca492622a184de5af14a43d140800d775f0,1
2,0,0,2,FALSE,1,9c9ab16f3a94bde179d66cb45b1f50af58ec4b849ce103dafea33f5aef4d888c,1
4,2,0,2,FALSE,1,9d50a4f9ce524d40bbd02d6e5d8a24bca6b1005065add4bafc69ba198695506d,0
100,0,100,0,FALSE,1,9d535589dd8c68044fb45c10d2d1b63df28baad16d1d0ad4b187c91a23ee9c87,1
4,2,0,2,FALSE,1,9d9742a07c77cdccd8c2b6ee17f2855a1479081e1f356073c6df9f749209b77f,0
100,0,100,0,FALSE,1,9dbe301e6b832184a624e97ee08735397aeb656e4fcb98c2388a57deb2f33e76,1
100,0,100,0,FALSE,1,9dd0b4db6deee989440abfeddb4280a0a55137479b15af616f506ebf3bd891fb,1
100,0,100,0,FALSE,1,9e4570851f44cadcd300201d37c67c82bf8d62c435cfbfc073c01c8aa06f8b44,1
100,0,100,0,FALSE,1,9e8cece950c181dd27eb143dc8d06361508b0087685108f4fb6f0959824c51df,1
